LEI01,LEI02,LEI03,LEI04,LEI05,LEI06,LEI07,LEI08,LEI09,LEI10,CEI01,CEI02,CEI03,CEI04,LGEI01,LGEI02,LGEI03,LGEI04,LGEI05,LGEI06,LGEI07
AWHMAN,ICSA,ACDGNO,M06006USM156NNBR,NEWORDER,PERMIT,SP500,M2,T10YFF,TBICS,PAYEMS,W875RX1,INDPRO,CMRMTSPL,UEMPMEAN,MNFCTRIRSA,M08324USM350SNBR,DPRIME,BUSLOANS,TOTALSL_DSPI,CPI_All
